Cumulative period fertility rates (vertical parallelograms)
Last modified: 31/05/2022
Code Year  ARDY  Cohort     CPFR
HUN  1985   47    1938     1.875
HUN  1985   48    1937     1.875
HUN  1985   49    1936     1.875
HUN  1985   50    1935     1.875
HUN  1985   51    1934     1.875
HUN  1985   52    1933     1.875
HUN  1985   53    1932     1.875
HUN  1985   54    1931     1.875
HUN  1985   55    1930     1.875
HUN  1986   12    1974     0.000
HUN  1986   13    1973     0.000
HUN  1986   14    1972     0.000
HUN  1986   15    1971     0.001
HUN  1986   16    1970     0.007
HUN  1986   17    1969     0.021
HUN  1986   18    1968     0.052
HUN  1986   19    1967     0.109
HUN  1986   20    1966     0.199
HUN  1986   21    1965     0.320
HUN  1986   22    1964     0.465
HUN  1986   23    1963     0.618
HUN  1986   24    1962     0.776
HUN  1986   25    1961     0.934
HUN  1986   26    1960     1.086
HUN  1986   27    1959     1.219
HUN  1986   28    1958     1.338
HUN  1986   29    1957     1.440
HUN  1986   30    1956     1.526
HUN  1986   31    1955     1.596
HUN  1986   32    1954     1.655
HUN  1986   33    1953     1.701
HUN  1986   34    1952     1.739
HUN  1986   35    1951     1.770
HUN  1986   36    1950     1.795
HUN  1986   37    1949     1.815
HUN  1986   38    1948     1.831
HUN  1986   39    1947     1.843
HUN  1986   40    1946     1.852
HUN  1986   41    1945     1.858
HUN  1986   42    1944     1.863
HUN  1986   43    1943     1.865
HUN  1986   44    1942     1.867
HUN  1986   45    1941     1.868
HUN  1986   46    1940     1.869
HUN  1986   47    1939     1.869
HUN  1986   48    1938     1.869
HUN  1986   49    1937     1.869
HUN  1986   50    1936     1.869
HUN  1986   51    1935     1.869
HUN  1986   52    1934     1.869
HUN  1986   53    1933     1.869
HUN  1986   54    1932     1.869
HUN  1986   55    1931     1.869
HUN  1987   12    1975     0.000
HUN  1987   13    1974     0.000
HUN  1987   14    1973     0.000
HUN  1987   15    1972     0.001
HUN  1987   16    1971     0.006
HUN  1987   17    1970     0.020
HUN  1987   18    1969     0.049
HUN  1987   19    1968     0.103
HUN  1987   20    1967     0.188
HUN  1987   21    1966     0.301
HUN  1987   22    1965     0.440
HUN  1987   23    1964     0.593
HUN  1987   24    1963     0.753
HUN  1987   25    1962     0.911
HUN  1987   26    1961     1.062
HUN  1987   27    1960     1.196
HUN  1987   28    1959     1.313
HUN  1987   29    1958     1.416
HUN  1987   30    1957     1.502
HUN  1987   31    1956     1.573
HUN  1987   32    1955     1.632
HUN  1987   33    1954     1.680
HUN  1987   34    1953     1.719
HUN  1987   35    1952     1.751
HUN  1987   36    1951     1.778
HUN  1987   37    1950     1.798
HUN  1987   38    1949     1.814
HUN  1987   39    1948     1.827
HUN  1987   40    1947     1.836
HUN  1987   41    1946     1.843
HUN  1987   42    1945     1.847
HUN  1987   43    1944     1.851
HUN  1987   44    1943     1.852
HUN  1987   45    1942     1.853
HUN  1987   46    1941     1.854
HUN  1987   47    1940     1.854
HUN  1987   48    1939     1.854
HUN  1987   49    1938     1.854
HUN  1987   50    1937     1.854
HUN  1987   51    1936     1.854
HUN  1987   52    1935     1.854
HUN  1987   53    1934     1.854
HUN  1987   54    1933     1.854
HUN  1987   55    1932     1.854
HUN  1988   12    1976     0.000
HUN  1988   13    1975     0.000
HUN  1988   14    1974     0.000
HUN  1988   15    1973     0.001
HUN  1988   16    1972     0.005
HUN  1988   17    1971     0.018
HUN  1988   18    1970     0.046
HUN  1988   19    1969     0.095
HUN  1988   20    1968     0.176
HUN  1988   21    1967     0.288
HUN  1988   22    1966     0.422
HUN  1988   23    1965     0.573
HUN  1988   24    1964     0.732
HUN  1988   25    1963     0.889
HUN  1988   26    1962     1.038
HUN  1988   27    1961     1.177
HUN  1988   28    1960     1.300
HUN  1988   29    1959     1.404
HUN  1988   30    1958     1.490
HUN  1988   31    1957     1.564
HUN  1988   32    1956     1.624
HUN  1988   33    1955     1.673
HUN  1988   34    1954     1.712
HUN  1988   35    1953     1.743
HUN  1988   36    1952     1.769
HUN  1988   37    1951     1.790
HUN  1988   38    1950     1.806
HUN  1988   39    1949     1.818
HUN  1988   40    1948     1.828
HUN  1988   41    1947     1.835
HUN  1988   42    1946     1.839
HUN  1988   43    1945     1.842
HUN  1988   44    1944     1.844
HUN  1988   45    1943     1.845
HUN  1988   46    1942     1.846
HUN  1988   47    1941     1.846
HUN  1988   48    1940     1.846
HUN  1988   49    1939     1.846
HUN  1988   50    1938     1.846
HUN  1988   51    1937     1.846
HUN  1988   52    1936     1.846
HUN  1988   53    1935     1.846
HUN  1988   54    1934     1.846
HUN  1988   55    1933     1.846
HUN  1989   12    1977     0.000
HUN  1989   13    1976     0.000
HUN  1989   14    1975     0.000
HUN  1989   15    1974     0.001
HUN  1989   16    1973     0.005
HUN  1989   17    1972     0.017
HUN  1989   18    1971     0.043
HUN  1989   19    1970     0.088
HUN  1989   20    1969     0.165
HUN  1989   21    1968     0.273
HUN  1989   22    1967     0.402
HUN  1989   23    1966     0.550
HUN  1989   24    1965     0.707
HUN  1989   25    1964     0.865
HUN  1989   26    1963     1.018
HUN  1989   27    1962     1.158
HUN  1989   28    1961     1.281
HUN  1989   29    1960     1.388
HUN  1989   30    1959     1.477
HUN  1989   31    1958     1.550
HUN  1989   32    1957     1.611
HUN  1989   33    1956     1.660
HUN  1989   34    1955     1.699
HUN  1989   35    1954     1.732
HUN  1989   36    1953     1.759
HUN  1989   37    1952     1.781
HUN  1989   38    1951     1.797
HUN  1989   39    1950     1.810
HUN  1989   40    1949     1.819
HUN  1989   41    1948     1.826
HUN  1989   42    1947     1.831
HUN  1989   43    1946     1.834
HUN  1989   44    1945     1.836
HUN  1989   45    1944     1.837
HUN  1989   46    1943     1.838
HUN  1989   47    1942     1.838
HUN  1989   48    1941     1.838
HUN  1989   49    1940     1.838
HUN  1989   50    1939     1.838
HUN  1989   51    1938     1.838
HUN  1989   52    1937     1.838
HUN  1989   53    1936     1.838
HUN  1989   54    1935     1.838
HUN  1989   55    1934     1.838
HUN  1990   12    1978     0.000
HUN  1990   13    1977     0.000
HUN  1990   14    1976     0.000
HUN  1990   15    1975     0.001
HUN  1990   16    1974     0.005
HUN  1990   17    1973     0.017
HUN  1990   18    1972     0.043
HUN  1990   19    1971     0.088
HUN  1990   20    1970     0.166
HUN  1990   21    1969     0.277
HUN  1990   22    1968     0.410
HUN  1990   23    1967     0.557
HUN  1990   24    1966     0.715
HUN  1990   25    1965     0.875
HUN  1990   26    1964     1.029
HUN  1990   27    1963     1.170
HUN  1990   28    1962     1.296
HUN  1990   29    1961     1.403
HUN  1990   30    1960     1.493
HUN  1990   31    1959     1.568
HUN  1990   32    1958     1.631
HUN  1990   33    1957     1.683
HUN  1990   34    1956     1.725
HUN  1990   35    1955     1.759
HUN  1990   36    1954     1.785
HUN  1990   37    1953     1.808
HUN  1990   38    1952     1.825
HUN  1990   39    1951     1.838
HUN  1990   40    1950     1.848
HUN  1990   41    1949     1.855
HUN  1990   42    1948     1.861
HUN  1990   43    1947     1.864
HUN  1990   44    1946     1.866
HUN  1990   45    1945     1.867
HUN  1990   46    1944     1.867
HUN  1990   47    1943     1.867
HUN  1990   48    1942     1.867
HUN  1990   49    1941     1.867
HUN  1990   50    1940     1.867
HUN  1990   51    1939     1.867
HUN  1990   52    1938     1.867
HUN  1990   53    1937     1.867
HUN  1990   54    1936     1.867
HUN  1990   55    1935     1.867
HUN  1991   12    1979     0.000
HUN  1991   13    1978     0.000
HUN  1991   14    1977     0.000
HUN  1991   15    1976     0.001
HUN  1991   16    1975     0.005
HUN  1991   17    1974     0.017
HUN  1991   18    1973     0.041
HUN  1991   19    1972     0.087
HUN  1991   20    1971     0.161
HUN  1991   21    1970     0.266
HUN  1991   22    1969     0.396
HUN  1991   23    1968     0.542
HUN  1991   24    1967     0.700
HUN  1991   25    1966     0.862
HUN  1991   26    1965     1.016
HUN  1991   27    1964     1.159
HUN  1991   28    1963     1.284
HUN  1991   29    1962     1.392
HUN  1991   30    1961     1.483
HUN  1991   31    1960     1.563
HUN  1991   32    1959     1.627
HUN  1991   33    1958     1.682
HUN  1991   34    1957     1.724
HUN  1991   35    1956     1.761
HUN  1991   36    1955     1.789
HUN  1991   37    1954     1.812
HUN  1991   38    1953     1.829
HUN  1991   39    1952     1.843
HUN  1991   40    1951     1.854
HUN  1991   41    1950     1.862
HUN  1991   42    1949     1.867
HUN  1991   43    1948     1.870
HUN  1991   44    1947     1.873
HUN  1991   45    1946     1.874
HUN  1991   46    1945     1.874
HUN  1991   47    1944     1.875
HUN  1991   48    1943     1.875
HUN  1991   49    1942     1.875
HUN  1991   50    1941     1.875
HUN  1991   51    1940     1.875
HUN  1991   52    1939     1.875
HUN  1991   53    1938     1.875
HUN  1991   54    1937     1.875
HUN  1991   55    1936     1.875
HUN  1992   12    1980     0.000
HUN  1992   13    1979     0.000
HUN  1992   14    1978     0.000
HUN  1992   15    1977     0.001
HUN  1992   16    1976     0.005
HUN  1992   17    1975     0.016
HUN  1992   18    1974     0.037
HUN  1992   19    1973     0.077
HUN  1992   20    1972     0.147
HUN  1992   21    1971     0.245
HUN  1992   22    1970     0.368
HUN  1992   23    1969     0.503
HUN  1992   24    1968     0.648
HUN  1992   25    1967     0.796
HUN  1992   26    1966     0.944
HUN  1992   27    1965     1.079
HUN  1992   28    1964     1.202
HUN  1992   29    1963     1.304
HUN  1992   30    1962     1.394
HUN  1992   31    1961     1.470
HUN  1992   32    1960     1.533
HUN  1992   33    1959     1.584
HUN  1992   34    1958     1.626
HUN  1992   35    1957     1.661
HUN  1992   36    1956     1.690
HUN  1992   37    1955     1.712
HUN  1992   38    1954     1.730
HUN  1992   39    1953     1.744
HUN  1992   40    1952     1.755
HUN  1992   41    1951     1.762
HUN  1992   42    1950     1.767
HUN  1992   43    1949     1.771
HUN  1992   44    1948     1.773
HUN  1992   45    1947     1.774
HUN  1992   46    1946     1.775
HUN  1992   47    1945     1.775
HUN  1992   48    1944     1.775
HUN  1992   49    1943     1.775
HUN  1992   50    1942     1.775
HUN  1992   51    1941     1.775
HUN  1992   52    1940     1.775
HUN  1992   53    1939     1.775
HUN  1992   54    1938     1.775
HUN  1992   55    1937     1.775
HUN  1993   12    1981     0.000
HUN  1993   13    1980     0.000
HUN  1993   14    1979     0.000
HUN  1993   15    1978     0.001
HUN  1993   16    1977     0.005
HUN  1993   17    1976     0.016
HUN  1993   18    1975     0.036
HUN  1993   19    1974     0.073
HUN  1993   20    1973     0.134
HUN  1993   21    1972     0.224
HUN  1993   22    1971     0.331
HUN  1993   23    1970     0.456
HUN  1993   24    1969     0.589
HUN  1993   25    1968     0.724
HUN  1993   26    1967     0.861
HUN  1993   27    1966     0.991
HUN  1993   28    1965     1.109
HUN  1993   29    1964     1.215
HUN  1993   30    1963     1.305
HUN  1993   31    1962     1.380
HUN  1993   32    1961     1.443
HUN  1993   33    1960     1.495
HUN  1993   34    1959     1.537
HUN  1993   35    1958     1.571
HUN  1993   36    1957     1.600
HUN  1993   37    1956     1.623
HUN  1993   38    1955     1.641
HUN  1993   39    1954     1.654
HUN  1993   40    1953     1.665
HUN  1993   41    1952     1.672
HUN  1993   42    1951     1.678
HUN  1993   43    1950     1.682
HUN  1993   44    1949     1.684
HUN  1993   45    1948     1.685
HUN  1993   46    1947     1.685
HUN  1993   47    1946     1.686
HUN  1993   48    1945     1.686
HUN  1993   49    1944     1.686
HUN  1993   50    1943     1.686
HUN  1993   51    1942     1.686
HUN  1993   52    1941     1.686
HUN  1993   53    1940     1.686
HUN  1993   54    1939     1.686
HUN  1993   55    1938     1.686
HUN  1994   12    1982     0.000
HUN  1994   13    1981     0.000
HUN  1994   14    1980     0.000
HUN  1994   15    1979     0.001
HUN  1994   16    1978     0.006
HUN  1994   17    1977     0.017
HUN  1994   18    1976     0.037
HUN  1994   19    1975     0.073
HUN  1994   20    1974     0.129
HUN  1994   21    1973     0.208
HUN  1994   22    1972     0.308
HUN  1994   23    1971     0.422
HUN  1994   24    1970     0.546
HUN  1994   25    1969     0.675
HUN  1994   26    1968     0.809
HUN  1994   27    1967     0.937
HUN  1994   28    1966     1.052
HUN  1994   29    1965     1.156
HUN  1994   30    1964     1.244
HUN  1994   31    1963     1.319
HUN  1994   32    1962     1.382
HUN  1994   33    1961     1.436
HUN  1994   34    1960     1.482
HUN  1994   35    1959     1.519
HUN  1994   36    1958     1.549
HUN  1994   37    1957     1.573
HUN  1994   38    1956     1.593
HUN  1994   39    1955     1.608
HUN  1994   40    1954     1.619
HUN  1994   41    1953     1.627
HUN  1994   42    1952     1.633
HUN  1994   43    1951     1.636
HUN  1994   44    1950     1.639
HUN  1994   45    1949     1.640
HUN  1994   46    1948     1.640
HUN  1994   47    1947     1.641
HUN  1994   48    1946     1.641
HUN  1994   49    1945     1.641
HUN  1994   50    1944     1.641
HUN  1994   51    1943     1.641
HUN  1994   52    1942     1.641
HUN  1994   53    1941     1.641
HUN  1994   54    1940     1.641
HUN  1994   55    1939     1.641
HUN  1995   12    1983     0.000
HUN  1995   13    1982     0.000
HUN  1995   14    1981     0.000
HUN  1995   15    1980     0.001
HUN  1995   16    1979     0.005
HUN  1995   17    1978     0.017
HUN  1995   18    1977     0.037
HUN  1995   19    1976     0.070
HUN  1995   20    1975     0.122
HUN  1995   21    1974     0.194
HUN  1995   22    1973     0.283
HUN  1995   23    1972     0.388
HUN  1995   24    1971     0.502
HUN  1995   25    1970     0.626
HUN  1995   26    1969     0.750
HUN  1995   27    1968     0.875
HUN  1995   28    1967     0.989
HUN  1995   29    1966     1.093
HUN  1995   30    1965     1.180
HUN  1995   31    1964     1.256
HUN  1995   32    1963     1.319
HUN  1995   33    1962     1.372
HUN  1995   34    1961     1.416
HUN  1995   35    1960     1.451
HUN  1995   36    1959     1.481
HUN  1995   37    1958     1.505
HUN  1995   38    1957     1.524
HUN  1995   39    1956     1.539
HUN  1995   40    1955     1.549
HUN  1995   41    1954     1.556
HUN  1995   42    1953     1.562
HUN  1995   43    1952     1.566
HUN  1995   44    1951     1.568
HUN  1995   45    1950     1.569
HUN  1995   46    1949     1.570
HUN  1995   47    1948     1.570
HUN  1995   48    1947     1.570
HUN  1995   49    1946     1.570
HUN  1995   50    1945     1.570
HUN  1995   51    1944     1.570
HUN  1995   52    1943     1.570
HUN  1995   53    1942     1.570
HUN  1995   54    1941     1.570
HUN  1995   55    1940     1.570
HUN  1996   12    1984     0.000
HUN  1996   13    1983     0.000
HUN  1996   14    1982     0.000
HUN  1996   15    1981     0.001
